WORD|集会|zh-CN	Word	"凭你们在我们集会上的表现,你们永远查不到。"	"Based on your performance at our rally, you'll never find out."	集会	集会	Verb		"assembly, meeting, rally"	Netflix	zh-CN	en	jí&#8239;huì	"píng nǐ&#8239;men zài wǒ&#8239;men jí&#8239;huì shàng de biǎo&#8239;xiàn , nǐ&#8239;men yǒng&#8239;yuǎn chá bù dào 。"	388	nf_81450502	3 Body Problem Flg. 4 Unser Herr	2026-02-09 01:55	"为什么这么重要?
凭你们在我们集会上的表现,你们永远查不到。
可我们抓到你了。"	"Why is it so important?
Based on your performance at our rally, you'll never find out.
But we caught you."	"Why is it so important?
If you're as clumsy as you were at our meeting, you'll never find out.
-We have you, don't we? -[Ye Wenjie] And why do you think that is?"
WORD|国界|zh-CN	Word	"没有国界,没有政治,没有人来干涉。"	"No borders, no politics, no interference from anyone."	国界	国界	Noun		"border, national boundary, state boundary"	Netflix	zh-CN	en	guó&#8239;jiè	"méi&#8239;yǒu guó&#8239;jiè , méi&#8239;yǒu zhèng&#8239;zhì , méi&#8239;yǒu rén lái gān&#8239;shè 。"	375	nf_81450502	3 Body Problem Flg. 4 Unser Herr	2026-02-09 01:51	"为什么挑这儿?
没有国界,没有政治,没有人来干涉。
这里是发射中心。"	"Why pick this place?
No borders, no politics, no interference from anyone.
This is the launch center."	"[Ye Wenjie] Why here?
[Evans] No borders. No politics. No interference.
[Evans] Our transmission center."
WORD|瞎用|zh-CN	Word	"那不叫工作,别学个新词就瞎用。"	"That's not a job, don't just use a new word you learned."	瞎用	瞎用	Verb		"misuse, use carelessly, use blindly"	Netflix	zh-CN	en	xiā&#8239;yòng	"nà bù jiào gōng&#8239;zuò , bié xué gè xīn cí jiù xiā&#8239;yòng 。"	130	nf_81450502	3 Body Problem Flg. 4 Unser Herr	2026-02-07 04:48	"我在自主创业。
那不叫工作,别学个新词就瞎用。
对,你觉得我是废物,咱走着瞧。"	"I'm starting my own business.
That's not a job, don't just use a new word you learned.
Yeah, you think I'm useless, just you wait."	"-What? -[son] I'm an entrepreneur.
That's not a job. That's a word you learned to pronounce.
Yeah, you think I'm such a loser, but wait and see."
WORD|设施|zh-CN	Word	自己的 人工智能基础设施 在德国的土地上	une infrastructure d'intelligence artificielle propre sur le sol allemand	设施	设施	Noun		"installation, équipement, structure"	User_text	zh-CN	fr	shè&#8239;shī	zì&#8239;jǐ de rén&#8239;gōng zhì néng jī&#8239;chǔ shè&#8239;shī zài dé&#8239;guó de tǔ&#8239;dì shàng	12	ud_124201665b89	Telekom 开设人工智能工厂:独立突破？| 塔格绍德	2026-02-06 08:37	"这些存储量可用于以 4K 画质记录整个人类历史——从手斧到 TikTok 时代。
自己的 人工智能基础设施 在德国的土地上
然而,这些计算能力不应该由私人使用,而应该由已经需要大量能力的大中型公司使用:"	"Ces quantités de stockage suffiraient à enregistrer toute l'histoire de l'humanité en qualité 4K – du biface à l'ère de TikTok.
une infrastructure d'intelligence artificielle propre sur le sol allemand
Cependant, ces capacités de calcul ne devraient pas être utilisées par des particuliers, mais par de grandes et moyennes entreprises qui en ont déjà besoin en grande quantité :"	
WORD|茅屋|zh-CN	Word	我可以选择坐在那间茅屋里	I could choose to sit in that thatched hut	茅屋	茅屋	Noun		"hut, cottage, thatched cottage"	Netflix	zh-CN	en	máo&#8239;wū	wǒ kě&#8239;yǐ xuǎn&#8239;zé zuò zài nà jiān máo&#8239;wū lǐ	15	nf_81450502	3 Body Problem Flg. 4 Unser Herr	2026-02-05 10:38	"我跟在陕西的时候一样,
我可以选择坐在那间茅屋里
度下半辈子去拯救西北棕<0.61>的一个亚种"	"I'm the same as when I was in Shaanxi,
I could choose to sit in that thatched hut
and spend the rest of my life saving a subspecies of the Northwest Brown<0.61>"	"I'm the same man you met in Shaanxi.
I could've spent the rest of my life in that hut,
trying to save a subspecies of the northwestern brown swallow,"
WORD|时过境迁|zh-CN	Word	"你接管了他的石油公司,时过境迁,"	"You took over his oil company, times have changed,"	时过境迁	时过境迁	Verb		"times change and circumstances change, things change with the passage of time, Time has passed"	Netflix	zh-CN	en	shí&#8239;guò&#8239;jìng&#8239;qiān	"nǐ jiē&#8239;guǎn le tā de shí&#8239;yóu gōng&#8239;sī , shí&#8239;guò&#8239;jìng&#8239;qiān ,"	10	nf_81450502	3 Body Problem Flg. 4 Unser Herr	2026-02-05 10:37	"我也知道你父亲的事。
你接管了他的石油公司,时过境迁,
现在我是清华大学的一名教授。"	"I know about your father too.
You took over his oil company, times have changed,
Now I'm a professor at Tsinghua University."	"I know about your father too.
You run his oil company now. And Mao is dead, and I'm a professor at Tsinghua University.
And Mao is dead, and I'm a professor at Tsinghua University."
WORD|接管|zh-CN	Word	"你接管了他的石油公司,时过境迁,"	"You took over his oil company, times have changed,"	接管	接管	Verb		"take over, assume control, take control of"	Netflix	zh-CN	en	jiē&#8239;guǎn	"nǐ jiē&#8239;guǎn le tā de shí&#8239;yóu gōng&#8239;sī , shí&#8239;guò&#8239;jìng&#8239;qiān ,"	10	nf_81450502	3 Body Problem Flg. 4 Unser Herr	2026-02-05 10:36	"我也知道你父亲的事。
你接管了他的石油公司,时过境迁,
现在我是清华大学的一名教授。"	"I know about your father too.
You took over his oil company, times have changed,
Now I'm a professor at Tsinghua University."	"I know about your father too.
You run his oil company now. And Mao is dead, and I'm a professor at Tsinghua University.
And Mao is dead, and I'm a professor at Tsinghua University."
WORD|调查|zh-CN	Word	"我,我知道你父亲的事,我调查过。"	"I, I know about your father, I investigated."	调查	调查	Verb		"survey, investigation, investigate"	Netflix	zh-CN	en	diào&#8239;chá	"wǒ , wǒ zhī&#8239;dào nǐ fù&#8239;qīn de shì , wǒ diào&#8239;chá guò 。"	8	nf_81450502	3 Body Problem Flg. 4 Unser Herr	2026-02-05 10:36	"这么说,你终于从那座山上下来了。
我,我知道你父亲的事,我调查过。
我也知道你父亲的事。"	"So, you finally came down from that mountain.
I, I know about your father, I investigated.
I know about your father too."	"So, you made it off of that hilltop, huh?
I know about your father. I did some looking.
I know about your father too."
WORD|资深|zh-CN	Word	资深攀岩者 亚历克斯的好友	Veteran climber and good friend of Alex	资深	资深	Noun		"senior, Senior, experienced"	Netflix	zh-CN	en	zī&#8239;shēn	zī&#8239;shēn pān&#8239;yán&#8239;zhě yà&#8239;lì&#8239;kè&#8239;sī de hǎo&#8239;yǒu	45	nf_81987107	Skyscraper Live	2026-02-02 15:32	"我们有美国职业摔角超级巨星 塞斯·罗林斯来到现场
资深攀岩者 亚历克斯的好友
艾米莉·哈林顿也在现场"	"We have WWE superstar Seth Rollins here
Veteran climber and good friend of Alex
Emily Harrington is also here"	"We've got WWE superstar Seth ""Freakin"" Rollins is in the building.
An expert climber and close friend of Alex,
Emily Harrington is in the building."
WORD|攀岩者|zh-CN	Word	资深攀岩者 亚历克斯的好友	Veteran climber and good friend of Alex	攀岩者	攀岩者	Noun		"climber, rock climber, mountaineer"	Netflix	zh-CN	en	pān&#8239;yán&#8239;zhě	zī&#8239;shēn pān&#8239;yán&#8239;zhě yà&#8239;lì&#8239;kè&#8239;sī de hǎo&#8239;yǒu	45	nf_81987107	Skyscraper Live	2026-02-02 15:32	"我们有美国职业摔角超级巨星 塞斯·罗林斯来到现场
资深攀岩者 亚历克斯的好友
艾米莉·哈林顿也在现场"	"We have WWE superstar Seth Rollins here
Veteran climber and good friend of Alex
Emily Harrington is also here"	"We've got WWE superstar Seth ""Freakin"" Rollins is in the building.
An expert climber and close friend of Alex,
Emily Harrington is in the building."
WORD|大楼|zh-CN	Word	但我从未徒手攀爬过摩天大楼	but I have never climbed a skyscraper with my bare hands	大楼	大楼	Noun		"building, large building, tower"	Netflix	zh-CN	en	dà&#8239;lóu	dàn wǒ cóng&#8239;wèi tú&#8239;shǒu pān&#8239;pá guò mó&#8239;tiān dà&#8239;lóu	29	nf_81987107	Skyscraper Live	2026-02-02 15:29	"足迹遍布北极、丛林和沙漠
但我从未徒手攀爬过摩天大楼
可以说这的确是我毕生的梦想"	"My footprints have covered the Arctic, jungles, and deserts
but I have never climbed a skyscraper with my bare hands
It can be said that this is indeed my lifelong dream"	"I've climbed in the Arctic, the jungle, and the desert.
But I've never free-soloed a skyscraper.
And I think it's fair to say that it's been a lifelong dream of mine."
WORD|摩天|zh-CN	Word	但我从未徒手攀爬过摩天大楼	but I have never climbed a skyscraper with my bare hands	摩天	摩天	Propn		"skyscraper, high-rise, skyscrapers"	Netflix	zh-CN	en	mó&#8239;tiān	dàn wǒ cóng&#8239;wèi tú&#8239;shǒu pān&#8239;pá guò mó&#8239;tiān dà&#8239;lóu	29	nf_81987107	Skyscraper Live	2026-02-02 15:29	"足迹遍布北极、丛林和沙漠
但我从未徒手攀爬过摩天大楼
可以说这的确是我毕生的梦想"	"My footprints have covered the Arctic, jungles, and deserts
but I have never climbed a skyscraper with my bare hands
It can be said that this is indeed my lifelong dream"	"I've climbed in the Arctic, the jungle, and the desert.
But I've never free-soloed a skyscraper.
And I think it's fair to say that it's been a lifelong dream of mine."
WORD|岩壁|zh-CN	Word	我徒手攀爬过成千上万个岩壁	I've free soloed thousands of rock faces	岩壁	岩壁	Noun		"cliff, rock wall, rock face"	Netflix	zh-CN	en	yán&#8239;bì	wǒ tú&#8239;shǒu pān&#8239;pá guò chéng&#8239;qiān&#8239;shàng&#8239;wàn gè yán&#8239;bì	27	nf_81987107	Skyscraper Live	2026-02-02 15:28	"你就会觉得 “好吧 徒手攀岩挺适合我的”
我徒手攀爬过成千上万个岩壁
足迹遍布北极、丛林和沙漠"	"You'll think to yourself, ""Okay, free solo climbing is for me.""
I've free soloed thousands of rock faces
across the Arctic, jungles, and deserts"	"you're like, ""Well, free soloing is for you."" 
I've free-soloed thousands of rock faces.
I've climbed in the Arctic, the jungle, and the desert."
WORD|公认|zh-CN	Word	亚历克斯·霍诺德被公认为 史上最伟大的徒手攀岩者	Alex Honnold is recognized as the greatest free solo climber in history	公认	公认	Verb		"accepted, recognized, acknowledged"	Netflix	zh-CN	en	gōng&#8239;rèn	yà&#8239;lì&#8239;kè&#8239;sī&#8239;·&#8239;huò&#8239;nuò&#8239;dé bèi gōng&#8239;rèn wèi shǐ&#8239;shàng zuì wěi&#8239;dà de tú&#8239;shǒu pān&#8239;yán&#8239;zhě	1	nf_81987107	Skyscraper Live	2026-02-02 15:21	"我们此刻身处美丽的台北 只为那个人而来
亚历克斯·霍诺德被公认为 史上最伟大的徒手攀岩者
而今天 他将挑战"	"We are in beautiful Taipei right now And we came here just for that person
Alex Honnold is recognized as the greatest free solo climber in history
And today he will challenge"	"We're here in beautiful Taipei, Taiwan for one reason only, that man.
Alex Honnold is widely regarded as the greatest free soloist
in history, and today he'll attempt"
WORD|统计|zh-CN	Word	统计数字表明，我们的生活水平有所提高。	Statistics indicate that our living standards have risen.	统计	统计	Verb		"statistics, to count, statistical"	Dictionary	zh-CN	en	tǒng&#8239;jì	tǒng&#8239;jì shù&#8239;zì biǎo&#8239;míng ， wǒ&#8239;men de shēng&#8239;huó shuǐ&#8239;píng yǒu&#8239;suǒ tí&#8239;gāo 。				2026-02-02 04:51	"
统计数字表明，我们的生活水平有所提高。
"	"
Statistics indicate that our living standards have risen.
"	
WORD|具体|zh-CN	Word	可以说说您的具体要求吗？	Can you tell us about your specific requirements?	具体	具体	Adj		"specific, concrete, particular"	Phrasepump	zh-CN	en	jù&#8239;tǐ	kě&#8239;yǐ shuō&#8239;shuō nín de jù&#8239;tǐ yāo&#8239;qiú ma ？				2026-01-27 04:49	"
可以说说您的具体要求吗？
"	"
Can you tell us about your specific requirements?
"	"
Could you tell me what your specific requirements are?
"
WORD|毫无|zh-CN	Word	看到这些作业，我毫无压力。	"Seeing these assignments, I have no stress."	毫无	毫无	Verb		"completely, utterly, without"	Phrasepump	zh-CN	en	háo&#8239;wú	kàn&#8239;dào zhè&#8239;xiē zuò&#8239;yè ， wǒ háo&#8239;wú yā&#8239;lì 。				2026-01-27 04:39	"
看到这些作业，我毫无压力。
"	"
Seeing these assignments, I have no stress.
"	"
Seeing those tasks, I did not feel the burden.
"
WORD|强度|zh-CN	Word	强度应该逐渐增加。你不应该马上超越自己。	The intensity ought to be increased gradually. You shouldn't get ahead of yourself right away.	强度	强度	Noun		"strength, intensity, power"	Dictionary	zh-CN	en	qiáng&#8239;dù	qiáng&#8239;dù yīng&#8239;gāi zhú&#8239;jiàn zēng&#8239;jiā 。 nǐ bù yīng&#8239;gāi mǎ&#8239;shàng chāo&#8239;yuè zì&#8239;jǐ 。				2026-01-27 04:33	"
强度应该逐渐增加。你不应该马上超越自己。
"	"
The intensity ought to be increased gradually. You shouldn't get ahead of yourself right away.
"	
WORD|右边|zh-CN	Word	走右边的路。	Take the road on the right.	右边	右边	Noun		"right, right side, on the right"	Dictionary	zh-CN	en	yòu&#8239;biān	zǒu yòu&#8239;biān de lù 。				2026-01-27 04:32	"
走右边的路。
"	"
Take the road on the right.
"	
WORD|回收|zh-CN	Word	几乎都可以回收。	Just about everything can be recycled.	回收	回收	Verb		"recycle, recover, reclaim"	Dictionary	zh-CN	en	huí&#8239;shōu	jī&#8239;hū dōu kě&#8239;yǐ huí&#8239;shōu 。				2026-01-27 04:31	"
几乎都可以回收。
"		"
Just about everything can be recycled.
"
WORD|最佳|zh-CN	Word	水果以苹果为最佳。	The fruit is best with apples.	最佳	最佳	Noun		"best, optimal, top"	Phrasepump	zh-CN	en	zuì&#8239;jiā	shuǐ&#8239;guǒ yǐ píng&#8239;guǒ wèi zuì&#8239;jiā 。				2026-01-25 10:30	"
水果以苹果为最佳。
"	"
The fruit is best with apples.
"	"
Apples are the best fruit.
"
WORD|领域|zh-CN	Word	他在多个领域取得了成就。	He has achieved results in several fields.	领域	领域	Noun		"field, domain, area"	Phrasepump	zh-CN	en	lǐng&#8239;yù	tā zài duō gè lǐng&#8239;yù qǔ&#8239;de le chéng&#8239;jiù 。				2026-01-25 10:26	"
他在多个领域取得了成就。
"	"
He has achieved results in several fields.
"	"
He achieved success in many fields.
"
WORD|成就|zh-CN	Word	他在多个领域取得了成就。	He has achieved results in several fields.	成就	成就	Noun		"accomplishment, achievement, success"	Phrasepump	zh-CN	en	chéng&#8239;jiù	tā zài duō gè lǐng&#8239;yù qǔ&#8239;de le chéng&#8239;jiù 。				2026-01-25 10:26	"
他在多个领域取得了成就。
"	"
He has achieved results in several fields.
"	"
He achieved success in many fields.
"
WORD|擅长|zh-CN	Word	我不擅长做饭。	I'm not good at cooking.	擅长	擅长	Verb		"be good at, be skilled in, excel at"	Phrasepump	zh-CN	en	shàn&#8239;cháng	wǒ bù shàn&#8239;cháng zuò&#8239;fàn 。				2026-01-25 10:25	"
我不擅长做饭。
"	"
I'm not good at cooking.
"	
WORD|先进|zh-CN	Word	这个国家的军事力量很先进。	The country's military is very advanced.	先进	先进	Adj		"advanced, forward, leading"	Phrasepump	zh-CN	en	xiān&#8239;jìn	zhè&#8239;gè guó&#8239;jiā de jūn&#8239;shì lì&#8239;liàng hěn xiān&#8239;jìn 。				2026-01-25 10:24	"
这个国家的军事力量很先进。
"	"
The country's military is very advanced.
"	"
The military power of this country is very advanced.
"
WORD|维护|zh-CN	Word	维护客户利益就是维护公司利益。	To safeguard the interests of customers is to safeguard the interests of the company.	维护	维护	Verb		"maintain, safeguard, uphold"	Phrasepump	zh-CN	en	wéi&#8239;hù	wéi&#8239;hù kè&#8239;hù lì&#8239;yì jiù&#8239;shì wéi&#8239;hù gōng&#8239;sī lì&#8239;yì 。				2026-01-25 10:24	"
维护客户利益就是维护公司利益。
"	"
To safeguard the interests of customers is to safeguard the interests of the company.
"	
WORD|利益|zh-CN	Word	维护客户利益就是维护公司利益。	To safeguard the interests of customers is to safeguard the interests of the company.	利益	利益	Noun		"benefit, profit, interest"	Phrasepump	zh-CN	en	lì&#8239;yì	wéi&#8239;hù kè&#8239;hù lì&#8239;yì jiù&#8239;shì wéi&#8239;hù gōng&#8239;sī lì&#8239;yì 。				2026-01-25 10:23	"
维护客户利益就是维护公司利益。
"	"
To safeguard the interests of customers is to safeguard the interests of the company.
"	
WORD|值得|zh-CN	Word	这车不值得修了。	This car is not worth repairing.	值得	值得	Verb		"worth, deserve, be worth"	Phrasepump	zh-CN	en	zhí&#8239;de	zhè chē bù zhí&#8239;de xiū le 。				2026-01-25 10:22	"
这车不值得修了。
"	"
This car is not worth repairing.
"	
WORD|犯|zh-CN	Word	你犯得上这样做吗？	Are you guilty of doing that?	犯	犯	Verb		"violate, offend, commit"	Phrasepump	zh-CN	en	fàn	nǐ fàn dé shàng zhè&#8239;yàng zuò ma ？				2026-01-25 10:20	"
你犯得上这样做吗？
"	"
Are you guilty of doing that?
"	
WORD|估计|zh-CN	Word	估计他有些不开心。	It is estimated that he is a little unhappy.	估计	估计	Verb		"estimate, reckon, suppose"	Phrasepump	zh-CN	en	gū&#8239;jì	gū&#8239;jì tā yǒu&#8239;xiē bù kāi&#8239;xīn 。				2026-01-25 10:17	"
估计他有些不开心。
"	"
It is estimated that he is a little unhappy.
"	"
I guess he is a bit unhappy.
"
WORD|似乎|zh-CN	Word	计算机似乎有着人类大脑一样的作用，所以常常被称为”电脑 ”。	"Computers seem to function like the human brain, so they are often referred to as ""computers."""	似乎	似乎	Adv		"seem, as if, appear"	Phrasepump	zh-CN	en	sì&#8239;hū	jì&#8239;suàn&#8239;jī sì&#8239;hū yǒu&#8239;zhe rén&#8239;lèi dà&#8239;nǎo yī&#8239;yàng de zuò&#8239;yòng ， suǒ&#8239;yǐ cháng&#8239;cháng bèi chēng&#8239;wéi ” diàn&#8239;nǎo ” 。				2026-01-25 10:15	"
计算机似乎有着人类大脑一样的作用，所以常常被称为”电脑 ”。
"	"
Computers seem to function like the human brain, so they are often referred to as ""computers.""
"	"
Computers seem to play the role of the human brain, so they're often called ""electric brains"".
"
WORD|教堂|zh-CN	Word	很明显我们要去教堂。	It was clear that we were going to church.	教堂	教堂	Noun		"church, cathedral, chapel"	Phrasepump	zh-CN	en	jiào&#8239;táng	hěn míng&#8239;xiǎn wǒ&#8239;men yào qù jiào&#8239;táng 。				2026-01-25 10:10	"
很明显我们要去教堂。
"	"
It was clear that we were going to church.
"	"
It's clear that we're going to the church.
"
WORD|明显|zh-CN	Word	很明显我们要去教堂。	It was clear that we were going to church.	明显	明显	Adj		"obvious, clear, apparent"	Phrasepump	zh-CN	en	míng&#8239;xiǎn	hěn míng&#8239;xiǎn wǒ&#8239;men yào qù jiào&#8239;táng 。				2026-01-25 10:10	"
很明显我们要去教堂。
"	"
It was clear that we were going to church.
"	"
It's clear that we're going to the church.
"
WORD|说不定|zh-CN	Word	谁能赢这场比赛还说不定。	Who will win this game is uncertain.	说不定	说不定	_		"maybe, perhaps, might"	Phrasepump	zh-CN	en	shuō&#8239;bù&#8239;dìng	shuí néng yíng zhè chǎng bǐ&#8239;sài hái shuō&#8239;bù&#8239;dìng 。				2026-01-25 10:09	"
谁能赢这场比赛还说不定。
"	"
Who will win this game is uncertain.
"	"
It's still not certain who's going to win this match.
"
WORD|缺乏|zh-CN	Word	他对自己缺乏自信。	He lacks confidence in himself.	缺乏	缺乏	Verb		"lack, shortage, deficiency"	Phrasepump	zh-CN	en	quē&#8239;fá	tā duì zì&#8239;jǐ quē&#8239;fá zì&#8239;xìn 。				2026-01-25 10:08	"
他对自己缺乏自信。
"	"
He lacks confidence in himself.
"	
WORD|宗教|zh-CN	Word	我对中国宗教感兴趣。	I am interested in Chinese religion.	宗教	宗教	Noun		"religion, faith, creed"	Phrasepump	zh-CN	en	zōng&#8239;jiào	wǒ duì zhōng&#8239;guó zōng&#8239;jiào gǎn&#8239;xìng&#8239;qù 。				2026-01-25 10:07	"
我对中国宗教感兴趣。
"	"
I am interested in Chinese religion.
"	"
I am interested in Chinese religion.
"
WORD|愿望|zh-CN	Word	希望我的愿望能够实现。	"Hopefully, my wish will come true."	愿望	愿望	Noun		"wish, desire, aspiration"	Phrasepump	zh-CN	en	yuàn&#8239;wàng	xī&#8239;wàng wǒ de yuàn&#8239;wàng néng&#8239;gòu shí&#8239;xiàn 。				2026-01-25 10:07	"
希望我的愿望能够实现。
"	"
Hopefully, my wish will come true.
"	"
I hope I can get my wish fulfilled.
"
WORD|弄|zh-CN	Word	她的玩具是被她妹妹弄坏的。	Her toys were damaged by her sister.	弄	弄	Verb		"do, get, to"	Phrasepump	zh-CN	en	nòng	tā de wán&#8239;jù shì bèi tā mèi&#8239;mèi nòng huài de 。				2026-01-25 10:06	"
她的玩具是被她妹妹弄坏的。
"	"
Her toys were damaged by her sister.
"	"
It was her little sister that broke her toy.
"
WORD|玩具|zh-CN	Word	她的玩具是被她妹妹弄坏的。	Her toys were damaged by her sister.	玩具	玩具	Noun		"toy, plaything, game"	Phrasepump	zh-CN	en	wán&#8239;jù	tā de wán&#8239;jù shì bèi tā mèi&#8239;mèi nòng huài de 。				2026-01-25 10:05	"
她的玩具是被她妹妹弄坏的。
"	"
Her toys were damaged by her sister.
"	"
It was her little sister that broke her toy.
"
WORD|王子|zh-CN	Word	我希望我是一个王子。	I wish I were a prince.	王子	王子	Noun		"prince, son of a king, prince charming"	Dictionary	zh-CN	en	wáng&#8239;zǐ	wǒ xī&#8239;wàng wǒ shì yí&#8239;gè wáng&#8239;zǐ 。				2026-01-25 10:02	"
我希望我是一个王子。
"	"
I wish I were a prince.
"	
WORD|鸡|zh-CN	Word	请证明你不是鸡。	Prove you're not a chicken.	鸡	鸡	Noun		"chicken, rooster, hen"	Dictionary	zh-CN	en	jī	qǐng zhèng&#8239;míng nǐ bú&#8239;shì jī 。				2026-01-25 10:02	"
请证明你不是鸡。
"		"
Prove you're not a chicken.
"
WORD|清晰|zh-CN	Word	这台电脑的屏幕很清晰。	This computer has a sharp screen.	清晰	清晰	Adj		"clear, distinct, obvious"	Dictionary	zh-CN	en	qīng&#8239;xī	zhè tái diàn&#8239;nǎo de píng&#8239;mù hěn qīng&#8239;xī 。				2026-01-25 10:01	"
这台电脑的屏幕很清晰。
"		"
This computer has a sharp screen.
"
WORD|接触|zh-CN	Word	然后也不跟外面的人接触	"Then, not interacting with outsiders"	接触	接触	Verb		"contact, touch, get in touch"	Youtube	zh-CN	en	jiē&#8239;chù	rán&#8239;hòu yě bù gēn wài&#8239;miàn de rén jiē&#8239;chù	700	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-24 02:01	"每天训练
然后也不跟外面的人接触
不跟外面的世界接触"	"train every day...
Then, not interacting with outsiders
or the outside world"	
WORD|也好|zh-CN	Word	就是你去直播也好	"you go into streaming,"	也好	也好	Adv		"also, as well, Okay"	Youtube	zh-CN	en	yě&#8239;hǎo	jiù&#8239;shì nǐ qù zhí&#8239;bō yě&#8239;hǎo	693	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-24 02:00	"关于这款游戏的行业
就是你去直播也好
去俱乐部"	"industry related to that game—whether
you go into streaming,
join a club,"	
WORD|状态|zh-CN	Word	然后状态会很差	condition deteriorates.	状态	状态	Noun		"state, status, condition"	Youtube	zh-CN	en	zhuàng&#8239;tài	rán&#8239;hòu zhuàng&#8239;tài huì hěn chà	709	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-24 01:45	"就是期限前我都很焦虑
然后状态会很差
感觉压力一下子就压过来了"	"I get very anxious before deadlines, and my
condition deteriorates.
The pressure suddenly overwhelms me,"	
WORD|焦虑|zh-CN	Word	就是期限前我都很焦虑	"I get very anxious before deadlines, and my"	焦虑	焦虑	Adj	Blue	"anxiety, worry, anxiousness"	Youtube	zh-CN	en	jiāo&#8239;lǜ	jiù&#8239;shì qī&#8239;xiàn qián wǒ dōu hěn jiāo&#8239;lǜ	708	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-24 01:43	"偏创作方面的东西
就是期限前我都很焦虑
然后状态会很差"	"creative work,
I get very anxious before deadlines, and my
condition deteriorates."	
WORD|期限|zh-CN	Word	就是期限前我都很焦虑	"I get very anxious before deadlines, and my"	期限	期限	Noun	Blue	"deadline, term, period"	Youtube	zh-CN	en	qī&#8239;xiàn	jiù&#8239;shì qī&#8239;xiàn qián wǒ dōu hěn jiāo&#8239;lǜ	708	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-24 01:42	"偏创作方面的东西
就是期限前我都很焦虑
然后状态会很差"	"creative work,
I get very anxious before deadlines, and my
condition deteriorates."	
WORD|废话|zh-CN	Word	"很好,我最讨厌做我的事就是跟你废话。"	"Very good, the thing I hate most is talking nonsense with you."	废话	废话	Verb	Blue	"nonsense, rubbish, bullshit"	Youtube	zh-CN	en	fèi&#8239;huà	"hěn hǎo , wǒ zuì tǎo&#8239;yàn zuò wǒ de shì jiù&#8239;shì gēn nǐ fèi&#8239;huà 。"	7	yt_tHudFBJVLds	光环之后 第10集 菲菲和杨老板发生关系（赖琳恩，王思佳，鸡排妹，黎卉淇 领衔主演）	2026-01-23 13:47	"好,那少说废话,找我有什么事情快讲,我很忙。
很好,我最讨厌做我的事就是跟你废话。
我知道你牵连鸦鸦,放弃她吧,她不是你的菜。"	"Okay, then stop the nonsense, tell me what you need quickly, I'm very busy.
Very good, the thing I hate most is talking nonsense with you.
I know you're involved with Ya Ya, give her up, she's not your type."	
WORD|老龄|zh-CN	Word	比较老龄了	relatively old. So	老龄	老龄	Noun		"Old age, Aging, old age"	Youtube	zh-CN	en	lǎo&#8239;líng	bǐ&#8239;jiào lǎo&#8239;líng le	675	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-23 13:43	"我都是
比较老龄了
所以压力也在于这里"	"I'm considered
relatively old. So
the pressure is there. I have"	
WORD|选手|zh-CN	Word	大多数的选手都是	-	选手	选手	Noun	Blue	"player, competitor, contestant"	Youtube	zh-CN	en	xuǎn&#8239;shǒu	dà&#8239;duō&#8239;shù de xuǎn&#8239;shǒu dōu shì	669	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-23 13:42	"因为在我们联赛里面
大多数的选手都是
2002年(出生)2001年(出生)"	"because most of the players in our league were
-
born in 2002, 2001,"	
WORD|联赛|zh-CN	Word	因为在我们联赛里面	because most of the players in our league were	联赛	联赛	Noun	Blue	"league, league match, league game"	Youtube	zh-CN	en	lián&#8239;sài	yīn&#8239;wèi zài wǒ&#8239;men lián&#8239;sài lǐ&#8239;miàn	668	yt_VI6kCh4gscg	【同一屋檐下 第一季】EP02 下篇 | 杨笠急脱单求教陈建斌 | 邓紫棋/陈建斌/魏大勋/李诞/曾可妮/杨笠 | 优酷 YOUKU	2026-01-23 13:42	"我感觉应该打不太久了
因为在我们联赛里面
大多数的选手都是"	"playing for two years now. I feel like I can't play much longer
because most of the players in our league were
-"	
